4.99839,1.1872
4.95781,1.18973
4.91721,1.19221
4.87659,1.19375
4.83594,1.19395
4.79527,1.19308
4.75458,1.19162
4.71386,1.18994
4.67313,1.18833
4.63236,1.18716
4.59158,1.18678
4.55077,1.18733
4.50994,1.18873
4.46908,1.19058
4.42821,1.19218
4.3873,1.19298
4.34638,1.19287
4.30542,1.19212
4.26445,1.19107
4.22345,1.18994
4.18242,1.18901
4.14138,1.18857
4.10031,1.18877
4.05921,1.18951
4.01809,1.19057
3.97695,1.19156
3.93578,1.1921
3.8946,1.19208
3.85339,1.19167
3.81216,1.1911
3.7709,1.19048
3.72963,1.18999
3.68834,1.18988
3.64703,1.1903
3.6057,1.19111
3.56435,1.192
3.52299,1.19259
3.48162,1.19261
3.44023,1.19208
3.39883,1.19131
3.35742,1.19064
3.31601,1.19021
3.27459,1.19006
3.23316,1.19035
3.19174,1.19123
3.15032,1.19257
3.10891,1.19395
3.06751,1.19487
3.02612,1.19488
2.98476,1.19392
2.94341,1.19239
2.9021,1.19092
2.86082,1.18995
2.81959,1.18964
2.7784,1.19008
2.73727,1.19138
2.69621,1.19341
2.65521,1.19572
2.61431,1.19762
2.57349,1.19846
2.53278,1.19786
2.49218,1.19602
2.45172,1.19368
2.4114,1.19163
2.37124,1.1904
2.33126,1.19026
2.29148,1.19139
2.25191,1.1938
2.21257,1.19705
2.17349,1.2004
2.13468,1.20298
2.09617,1.20402
2.05799,1.20321
2.02016,1.20092
1.9827,1.19805
1.94567,1.1954
1.90908,1.19387
1.87297,1.19396
1.83738,1.19592
1.80234,1.19964
1.76789,1.20452
1.73405,1.20955
1.70086,1.21364
1.66836,1.21597
1.63658,1.21619
1.60557,1.21458
1.57538,1.21192
1.54604,1.2092
1.51762,1.20728
1.49018,1.20691
1.46375,1.20851
1.43838,1.21212
1.41413,1.21733
1.39102,1.22331
1.36909,1.22904
1.34837,1.23357
1.32889,1.23627
1.31068,1.23704
1.29377,1.23622
1.27821,1.23425
1.26405,1.23179
1.25134,1.22966
1.24012,1.22852
1.23043,1.22883
1.2223,1.23076
1.21574,1.23405
1.21077,1.23814
1.20738,1.24238
1.20557,1.24613
1.20532,1.24887
1.20663,1.25026
1.20948,1.2502
1.21387,1.24869
1.2198,1.24606
1.22726,1.24278
1.23625,1.23936
1.24674,1.23643
1.25874,1.23442
1.2722,1.23354
1.2871,1.23384
1.30341,1.23512
1.32106,1.23704
1.34002,1.23902
1.36022,1.24044
1.38163,1.24082
1.40419,1.23984
1.42786,1.23749
1.45261,1.23403
1.47839,1.22995
1.50517,1.22583
1.53292,1.22234
1.56158,1.22
1.59113,1.21906
1.62151,1.21942
1.65268,1.2207
1.68459,1.22237
1.71719,1.2238
1.75044,1.22436
1.7843,1.22368
1.81873,1.2217
1.8537,1.21874
1.88918,1.21536
1.92514,1.21222
1.96155,1.21
1.99838,1.20904
2.0356,1.20927
2.07319,1.21039
2.11112,1.21194
2.14936,1.21332
2.18789,1.21394
2.22669,1.2136
2.26572,1.21226
2.30499,1.21015
2.34445,1.2078
2.38411,1.20581
2.42394,1.20465
2.46393,1.20456
2.50406,1.20546
2.54433,1.20692
2.58472,1.20836
2.62521,1.2093
2.6658,1.20951
2.70647,1.2089
2.74722,1.20765
2.78804,1.20602
2.82892,1.20438
2.86985,1.20309
2.91083,1.20244
2.95185,1.20256
2.9929,1.20332
3.03399,1.20448
3.0751,1.20562
3.11622,1.20632
3.15737,1.20634
3.19852,1.20573
3.23969,1.2047
3.28085,1.20358
3.32202,1.20276
3.36319,1.20239
3.40436,1.20241
3.44552,1.20277
3.48668,1.20336
3.52782,1.20401
3.56895,1.20444
3.61007,1.20444
3.65118,1.20399
3.69227,1.2033
3.73335,1.20265
3.77441,1.20222
3.81545,1.20211
3.85647,1.20237
3.89747,1.20291
3.93844,1.20351
3.9794,1.20395
4.02034,1.20405
4.06125,1.20378
4.10214,1.2032
4.14301,1.20243
4.18386,1.20167
4.22468,1.20119
4.26548,1.2012
4.30626,1.20167
4.34701,1.20233
4.38774,1.20293
4.42844,1.20337
4.46912,1.20358
4.50978,1.20348
4.55041,1.20305
4.59103,1.20238
4.63161,1.20166
4.67218,1.20115
4.71272,1.20109
4.75324,1.20149
4.79373,1.20218
4.8342,1.20287
4.87465,1.20327
4.91508,1.20319
4.95548,1.20271
4.99587,1.20207
5.03623,1.20147
5.07656,1.20098
5.11688,1.20069
5.15718,1.2007
5.19745,1.20104
5.23771,1.20164
5.27794,1.2023
5.31815,1.20292
5.35835,1.20327
5.39852,1.20314
5.43867,1.20257
5.4788,1.20181
5.51892,1.20115
5.55901,1.20074
5.59909,1.20067
5.63914,1.20096
5.67918,1.20151
5.7192,1.20207
5.7592,1.20248
5.79918,1.20263
5.83914,1.20244
5.87909,1.2019
5.91902,1.20115
5.95893,1.20043
5.99882,1.19996
6.0387,1.19991
6.07856,1.20032
6.1184,1.20112
6.15823,1.20201
6.19804,1.20269
6.23783,1.20298
6.27761,1.20289
